,hand,flowers,score,wind,dir,flowernum,pairs,pongs,kongs,halfchi,suites missing
76189,"['tong1', 'tong3', 'tong6', 'tong7', 'tiao6', 'tiao6', 'tiao7', 'wan6', 'wan8', 'wan8', 'dong', 'nan', 'bei']","['flower1', 'flower3']",10,1,2,2,2,0,0,5,0
76190,"['tong3', 'tong8', 'tiao5', 'wan3', 'wan4', 'wan4', 'wan4', 'wan6', 'wan7', 'bei', 'bei', 'hz', 'bb']",[],14,4,1,0,2,1,0,5,0
76191,"['tong4', 'tong7', 'tong8', 'tong9', 'tiao7', 'tiao8', 'wan4', 'xi', 'xi', 'bei', 'hz', 'bb', 'fc']",[],7,2,4,0,1,0,0,3,0
76192,"['tong6', 'tong8', 'tong8', 'tiao2', 'tiao8', 'wan3', 'wan3', 'wan4', 'wan6', 'wan7', 'nan', 'xi', 'fc']",['flower3'],9,4,2,1,2,0,0,5,0
76193,"['tong4', 'tong5', 'tong9', 'tiao2', 'tiao7', 'tiao7', 'wan2', 'wan3', 'wan7', 'wan8', 'wan8', 'wan9', 'dong']",['flower3'],9,1,2,1,2,0,0,5,0
76194,"['tong1', 'tong3', 'tong4', 'tiao1', 'tiao1', 'tiao3', 'wan1', 'wan2', 'wan5', 'wan9', 'bei', 'hz', 'fc']",[],8,3,3,0,1,0,0,5,0
76195,"['tong2', 'tong3', 'tong7', 'tong7', 'tiao5', 'tiao8', 'tiao9', 'wan1', 'wan2', 'wan3', 'dong', 'nan', 'bb']","['flower1', 'flower2']",8,1,1,2,1,0,0,4,0
76196,"['tong3', 'tong3', 'tiao1', 'tiao3', 'tiao5', 'wan2', 'wan5', 'wan8', 'xi', 'bei', 'hz', 'fc', 'fc']",[],8,3,4,0,2,0,0,2,0
76197,"['tong1', 'tong1', 'tong4', 'tiao2', 'tiao3', 'tiao3', 'tiao4', 'wan1', 'wan2', 'wan9', 'nan', 'bei', 'hz']","['flower3', 'flower3']",9,3,1,2,2,0,0,4,0
76198,"['tong1', 'tong1', 'tong2', 'tong3', 'tiao1', 'tiao3', 'wan5', 'wan7', 'dong', 'hz', 'hz', 'bb', 'fc']",[],11,1,4,0,2,0,0,5,0
76199,"['tong3', 'tong4', 'tong9', 'tiao1', 'tiao3', 'tiao4', 'tiao5', 'tiao9', 'wan1', 'wan2', 'wan2', 'wan4', 'dong']",['flower4'],9,2,3,1,1,0,0,7,0
76200,"['tong2', 'tong4', 'tong5', 'tiao1', 'tiao2', 'tiao2', 'tiao3', 'tiao8', 'wan6', 'wan8', 'wan9', 'wan9', 'fc']","['flower3', 'flower4']",13,3,3,2,2,0,0,7,0
76201,"['tong8', 'tong9', 'tiao2', 'tiao4', 'tiao8', 'wan2', 'wan4', 'wan6', 'wan6', 'dong', 'nan', 'xi', 'xi']",['flower1'],9,2,2,1,2,0,0,4,0
76202,"['tong3', 'tiao1', 'tiao2', 'tiao2', 'tiao4', 'tiao6', 'tiao7', 'tiao9', 'wan1', 'wan6', 'wan9', 'bei', 'fc']",['flower1'],9,2,1,1,1,0,0,6,0
76203,"['tong5', 'tiao1', 'tiao1', 'tiao2', 'tiao5', 'tiao6', 'tiao7', 'wan1', 'wan6', 'dong', 'dong', 'dong', 'xi']",['flower2'],15,3,1,1,2,1,0,4,0
76204,"['tong6', 'tong8', 'tong8', 'tiao1', 'tiao3', 'tiao4', 'tiao6', 'tiao8', 'wan9', 'dong', 'xi', 'hz', 'bb']",[],8,2,4,0,1,0,0,5,0
76205,"['tong3', 'tong3', 'tong3', 'tong5', 'tong6', 'tiao2', 'tiao2', 'wan1', 'wan2', 'wan8', 'dong', 'xi', 'fc']",['flower2'],12,4,3,1,2,1,0,5,0
76206,"['tong1', 'tong2', 'tong6', 'tong8', 'tong9', 'tiao5', 'tiao8', 'tiao9', 'wan3', 'wan6', 'dong', 'bb', 'fc']",['flower4'],4,1,3,1,0,0,0,4,0
76207,"['tong1', 'tong2', 'tong3', 'tong7', 'tong9', 'tong9', 'tiao6', 'wan3', 'wan3', 'wan5', 'wan7', 'wan9', 'nan']","['flower1', 'flower4']",13,4,4,2,2,0,0,7,0
76208,"['tong1', 'tong4', 'tong6', 'tiao5', 'tiao6', 'wan2', 'wan4', 'wan5', 'wan7', 'dong', 'bei', 'bb', 'fc']",[],6,4,2,0,0,0,0,5,0
76209,"['tong4', 'tong8', 'tong9', 'tiao4', 'tiao5', 'tiao8', 'wan4', 'wan5', 'wan6', 'wan8', 'xi', 'hz']","['flower1', 'flower4']",6,2,4,2,0,0,0,5,0
76210,"['tong4', 'tong4', 'tong8', 'tiao1', 'tiao2', 'tiao4', 'wan4', 'wan4', 'wan6', 'dong', 'dong', 'hz', 'bb']",['flower1'],11,2,3,1,3,0,0,4,0
76211,"['tong1', 'tong5', 'tong6', 'tong6', 'tiao2', 'tiao2', 'tiao3', 'tiao7', 'tiao9', 'wan3', 'wan7', 'wan8', 'nan']",['flower3'],10,1,3,1,2,0,0,5,0
76212,"['tong2', 'tong4', 'tiao2', 'tiao2', 'tiao5', 'tiao9', 'wan5', 'nan', 'bei', 'bb', 'fc', 'fc', 'fc']",[],11,4,2,0,2,1,0,1,0
76213,"['tong5', 'tiao1', 'tiao1', 'tiao2', 'tiao4', 'tiao6', 'tiao7', 'wan2', 'wan4', 'wan4', 'wan7', 'nan', 'xi']",['flower3'],10,4,1,1,2,0,0,6,0
76214,"['tong3', 'tong6', 'tong9', 'tiao4', 'tiao6', 'wan5', 'wan8', 'wan8', 'wan9', 'wan9', 'nan', 'xi', 'fc']","['flower1', 'flower1']",8,2,1,2,2,0,0,3,0
76215,"['tong8', 'tiao3', 'tiao9', 'tiao9', 'wan1', 'wan6', 'wan7', 'wan7', 'dong', 'dong', 'xi', 'hz', 'fc']",[],9,3,4,0,3,0,0,1,0
76216,"['tong3', 'tong4', 'tong5', 'tong5', 'tiao3', 'wan2', 'wan5', 'wan6', 'wan6', 'wan9', 'nan', 'hz', 'hz']",[],11,3,1,0,3,0,0,3,0
76217,"['tong3', 'tong7', 'tong8', 'tiao1', 'tiao3', 'tiao4', 'tiao7', 'wan4', 'wan9', 'wan9', 'xi', 'xi', 'bei']",['flower2'],8,3,1,1,2,0,0,3,0
76218,"['tong2', 'tong6', 'tong8', 'tiao5', 'wan1', 'wan2', 'wan2', 'wan5', 'wan8', 'dong', 'dong', 'bei', 'bei']",['flower4'],10,1,3,1,3,0,0,2,0
76219,"['tong1', 'tong4', 'tong9', 'tiao1', 'tiao2', 'tiao7', 'tiao9', 'wan2', 'wan4', 'wan6', 'wan9', 'dong', 'bei']",['flower2'],4,3,3,1,0,0,0,4,0
76220,"['tong3', 'tong5', 'tong6', 'tong9', 'tiao4', 'tiao4', 'tiao8', 'tiao8', 'wan1', 'nan', 'bei', 'bb', 'fc']",[],7,1,3,0,2,0,0,2,0
76221,"['tong3', 'tong8', 'tiao1', 'tiao2', 'tiao3', 'tiao4', 'tiao9', 'tiao9', 'wan8', 'wan9', 'nan', 'nan', 'bei']",[],10,3,4,0,2,0,0,4,0
76222,"['tong1', 'tong5', 'tong5', 'tong9', 'tiao1', 'tiao3', 'tiao7', 'tiao8', 'wan3', 'wan6', 'hz', 'bb', 'fc']","['flower3', 'flower4']",5,4,1,2,1,0,0,2,0
76223,"['tong1', 'tong2', 'tong2', 'tong9', 'tiao2', 'tiao2', 'wan4', 'wan6', 'wan7', 'wan7', 'wan8', 'wan9', 'dong']",[],13,2,3,0,3,0,0,6,0
76224,"['tong1', 'tong2', 'tong2', 'tong3', 'tong5', 'tong6', 'tiao1', 'tiao4', 'tiao7', 'tiao9', 'wan6', 'wan9', 'xi']",[],9,2,1,0,1,0,0,6,0
76225,"['tong1', 'tong2', 'tong7', 'tong7', 'tiao1', 'tiao4', 'tiao8', 'tiao9', 'wan5', 'wan6', 'dong', 'bei', 'fc']",['flower4'],5,1,2,1,1,0,0,3,0
76226,"['tong3', 'tong6', 'tong9', 'tiao1', 'tiao2', 'tiao4', 'tiao5', 'tiao6', 'tiao7', 'wan2', 'wan7', 'bb', 'fc']",[],6,2,2,0,0,0,0,5,0
76227,"['tong9', 'tiao3', 'tiao4', 'tiao9', 'wan1', 'wan1', 'wan2', 'wan5', 'wan8', 'wan9', 'dong', 'hz', 'hz']",[],10,2,3,0,2,0,0,4,0
76228,"['tong1', 'tong6', 'tiao2', 'tiao3', 'tiao9', 'wan2', 'wan4', 'wan8', 'dong', 'nan', 'bei', 'fc', 'fc']",['flower4'],6,4,2,1,1,0,0,2,0
76229,"['tong2', 'tong3', 'tiao2', 'tiao5', 'tiao6', 'tiao9', 'wan3', 'wan4', 'wan7', 'xi', 'xi', 'xi', 'bb']",[],11,2,2,0,1,1,0,3,0
76230,"['tong6', 'tong8', 'tiao1', 'tiao5', 'tiao6', 'tiao8', 'tiao8', 'wan2', 'wan2', 'wan3', 'wan3', 'wan5', 'wan8']",['flower2'],13,4,4,1,3,0,0,7,0
76231,"['tong3', 'tong4', 'tong5', 'tong7', 'tong7', 'tong8', 'tiao6', 'wan2', 'wan4', 'wan7', 'wan7', 'wan8', 'hz']",[],13,2,1,0,2,0,0,8,0
76232,"['tong6', 'tong8', 'tong8', 'tiao1', 'tiao3', 'tiao9', 'wan3', 'wan8', 'nan', 'xi', 'bei', 'bei', 'fc']","['flower3', 'flower4']",7,2,1,2,2,0,0,2,0
76233,"['tong1', 'tong4', 'tong9', 'tiao1', 'tiao6', 'wan2', 'wan5', 'wan7', 'wan9', 'nan', 'hz', 'fc', 'fc']",[],6,4,1,0,1,0,0,2,0
76234,"['tong1', 'tong5', 'tong5', 'tong6', 'tong6', 'tong9', 'tiao3', 'wan6', 'wan8', 'dong', 'dong', 'bei', 'bei']","['flower3', 'flower3']",14,1,3,2,4,0,0,3,0
76235,"['tong1', 'tong2', 'tong9', 'tiao8', 'wan3', 'wan6', 'wan7', 'wan7', 'dong', 'nan', 'bb', 'bb', 'fc']",[],8,2,3,0,2,0,0,2,0
76236,"['tong2', 'tong6', 'tong8', 'tong8', 'tong9', 'tong9', 'tiao3', 'tiao6', 'wan1', 'wan3', 'wan9', 'bei', 'hz']",['flower4'],9,1,4,1,2,0,0,4,0
76237,"['tong2', 'tong6', 'tong7', 'tong9', 'tiao1', 'tiao1', 'tiao3', 'tiao9', 'wan2', 'wan4', 'wan8', 'nan', 'xi']",['flower1'],8,3,1,1,1,0,0,5,0
76238,"['tong3', 'tong9', 'tiao2', 'tiao4', 'tiao7', 'wan1', 'wan1', 'wan8', 'wan9', 'dong', 'nan', 'hz', 'bb']","['flower1', 'flower1']",4,4,3,2,1,0,0,2,0
76239,"['tong3', 'tong4', 'tiao2', 'tiao3', 'tiao4', 'tiao7', 'wan1', 'wan3', 'wan4', 'wan8', 'wan8', 'bei', 'hz']",['flower4'],7,1,3,1,1,0,0,5,0
76240,"['tong1', 'tong7', 'tong8', 'tiao1', 'tiao5', 'tiao6', 'tiao8', 'tiao9', 'wan1', 'wan5', 'wan7', 'xi', 'hz']",['flower2'],5,4,4,1,0,0,0,5,0
76241,"['tong3', 'tong6', 'tong8', 'tiao2', 'tiao4', 'tiao5', 'tiao6', 'wan2', 'wan2', 'wan3', 'wan6', 'wan7', 'hz']",['flower1'],9,3,4,1,1,0,0,7,0
76242,"['tong3', 'tong5', 'tong6', 'tiao6', 'tiao6', 'tiao6', 'tiao8', 'wan1', 'wan4', 'wan5', 'wan9', 'nan', 'bei']",[],12,3,2,0,1,1,0,6,0
76243,"['tong3', 'tong4', 'tong8', 'tong9', 'tiao2', 'tiao5', 'tiao6', 'wan2', 'wan3', 'wan5', 'wan9', 'nan', 'hz']",[],6,2,2,0,0,0,0,5,0
76244,"['tong8', 'tong8', 'tong9', 'tiao2', 'tiao9', 'wan3', 'wan3', 'wan4', 'wan5', 'nan', 'xi', 'hz', 'hz']",[],13,4,1,0,3,0,0,5,0
76245,"['tong1', 'tong3', 'tong6', 'tiao1', 'tiao2', 'tiao7', 'wan3', 'wan4', 'wan6', 'bei', 'bei', 'hz', 'fc']",[],8,4,1,0,1,0,0,4,0
76246,"['tong3', 'tong4', 'tong8', 'tong9', 'tiao3', 'tiao5', 'tiao5', 'tiao5', 'wan3', 'wan4', 'wan5', 'wan6', 'xi']","['flower2', 'flower3']",11,4,1,2,1,1,0,6,0
76247,"['tong1', 'tiao2', 'tiao3', 'tiao9', 'tiao9', 'wan1', 'wan4', 'wan4', 'wan6', 'nan', 'xi', 'hz', 'bb']",[],8,3,4,0,2,0,0,3,0
76248,"['tong5', 'tong9', 'tiao1', 'tiao5', 'wan1', 'wan5', 'wan8', 'wan9', 'bei', 'hz', 'bb', 'fc', 'fc']",[],5,3,4,0,1,0,0,1,0
76249,"['tong6', 'tong7', 'tiao1', 'tiao5', 'tiao5', 'tiao6', 'wan1', 'wan4', 'wan6', 'wan7', 'wan8', 'dong', 'bei']",[],9,1,1,0,1,0,0,6,0
76250,"['tong1', 'tong3', 'tong6', 'tiao7', 'tiao8', 'wan2', 'wan2', 'wan5', 'wan8', 'dong', 'dong', 'bb', 'fc']",['flower3'],8,3,4,1,2,0,0,2,0
76251,"['tong7', 'tong7', 'tong9', 'tiao2', 'tiao4', 'tiao5', 'tiao7', 'tiao8', 'wan3', 'wan4', 'wan5', 'bei', 'fc']",['flower2'],10,4,3,1,1,0,0,8,0
76252,"['tong1', 'tong7', 'tong8', 'tiao1', 'tiao2', 'tiao3', 'tiao3', 'tiao9', 'wan1', 'wan3', 'wan7', 'xi', 'bei']",['flower3'],6,1,4,1,1,0,0,4,0
76253,"['tong1', 'tong4', 'tong4', 'tong8', 'tiao1', 'tiao8', 'tiao8', 'tiao9', 'wan5', 'wan9', 'nan', 'hz', 'bb']",['flower1'],6,4,2,1,2,0,0,2,0
76254,"['tong1', 'tong2', 'tong3', 'tong6', 'tong7', 'tiao2', 'tiao5', 'tiao8', 'wan2', 'wan4', 'xi', 'bei', 'hz']",['flower3'],4,1,2,1,0,0,0,4,0
76255,"['tong2', 'tong3', 'tong3', 'tong4', 'tong4', 'tong6', 'tong9', 'tiao1', 'tiao3', 'tiao5', 'wan6', 'xi', 'bb']",['flower2'],12,2,4,1,2,0,0,7,0
76256,"['tong1', 'tong4', 'tong6', 'tong8', 'tiao5', 'tiao9', 'wan1', 'wan1', 'wan2', 'wan4', 'hz', 'bb']","['flower1', 'flower3']",7,4,4,2,1,0,0,5,0
76257,"['tong1', 'tong5', 'tong9', 'tiao8', 'wan2', 'wan5', 'wan6', 'wan8', 'dong', 'hz', 'bb', 'bb', 'fc']",['flower4'],5,3,2,1,1,0,0,2,0
76258,"['tong2', 'tong4', 'tong5', 'tong6', 'tong9', 'tiao1', 'tiao4', 'wan1', 'wan2', 'wan5', 'wan8', 'dong', 'xi']",[],5,1,1,0,0,0,0,4,0
76259,"['tong2', 'tong2', 'tong2', 'tong3', 'tong4', 'tong5', 'tiao3', 'wan1', 'wan4', 'wan4', 'wan6', 'hz']","['flower1', 'flower3', 'flower3']",14,2,2,3,2,1,0,7,0
76260,"['tong3', 'tong8', 'tong9', 'tiao1', 'tiao3', 'tiao4', 'tiao4', 'tiao7', 'tiao9', 'wan7', 'xi', 'fc', 'fc']",[],10,1,1,0,2,0,0,4,0
76261,"['tong4', 'tong5', 'tong9', 'tiao2', 'tiao6', 'tiao8', 'tiao9', 'wan4', 'wan6', 'wan8', 'wan9', 'nan', 'fc']",[],7,3,2,0,0,0,0,6,0
76262,"['tong6', 'tong6', 'tong6', 'tong7', 'tong9', 'tiao2', 'wan2', 'wan2', 'wan9', 'dong', 'xi', 'hz', 'bb']",[],12,2,3,0,2,1,0,4,0
76263,"['tong1', 'tong1', 'tong3', 'tong6', 'tong8', 'tiao5', 'tiao7', 'wan3', 'wan7', 'wan8', 'wan9', 'wan9', 'nan']",['flower3'],12,3,3,1,2,0,0,6,0
76264,"['tong7', 'tong8', 'tong8', 'tong9', 'tiao1', 'tiao3', 'tiao4', 'tiao8', 'tiao8', 'tiao9', 'wan3', 'wan6', 'fc']",['flower1'],11,2,2,1,2,0,0,7,0
76265,"['tong5', 'tong6', 'tong8', 'tong9', 'tiao1', 'tiao4', 'wan4', 'wan6', 'wan9', 'wan9', 'dong', 'nan', 'bei']",['flower1'],8,1,1,1,1,0,0,4,0
76266,"['tong1', 'tong4', 'tong8', 'tiao2', 'tiao8', 'tiao9', 'wan3', 'wan5', 'wan6', 'xi', 'hz', 'bb', 'fc']",['flower2'],4,4,2,1,0,0,0,3,0
76267,"['tong2', 'tong2', 'tong3', 'tong4', 'tong6', 'tong7', 'tong7', 'tiao7', 'tiao8', 'dong', 'dong', 'hz', 'bb']","['flower2', 'flower3']",18,2,1,2,3,0,0,6,1
76268,"['tong4', 'tong5', 'tiao2', 'tiao3', 'tiao3', 'tiao3', 'tiao8', 'wan5', 'wan7', 'wan7', 'wan8', 'wan9', 'hz']",['flower1'],13,2,4,1,2,1,0,6,0
76269,"['tong1', 'tong3', 'tong6', 'tiao3', 'tiao3', 'tiao4', 'tiao5', 'tiao9', 'wan1', 'wan2', 'wan3', 'xi', 'fc']",['flower3'],8,4,4,1,1,0,0,6,0
76270,"['tong3', 'tong3', 'tong4', 'tong5', 'tong5', 'tong8', 'tiao2', 'tiao2', 'tiao5', 'wan1', 'wan4', 'dong', 'nan']",[],10,2,1,0,3,0,0,3,0
76271,"['tong1', 'tong2', 'tong5', 'tong9', 'tiao2', 'tiao7', 'wan6', 'wan7', 'wan9', 'wan9', 'dong', 'fc', 'fc']",['flower4'],9,4,1,1,2,0,0,3,0
76272,"['tong5', 'tong7', 'tong8', 'tiao1', 'tiao5', 'tiao7', 'wan2', 'wan6', 'wan7', 'wan9', 'bei', 'bb', 'bb']",['flower3'],9,3,1,1,1,0,0,5,0
76273,"['tong1', 'tong1', 'tong2', 'tong3', 'tong4', 'tiao8', 'wan1', 'wan3', 'wan4', 'xi', 'hz', 'bb', 'bb']","['flower1', 'flower3']",12,2,1,2,2,0,0,6,0
76274,"['tong1', 'tong7', 'tong7', 'tiao2', 'tiao3', 'tiao6', 'tiao7', 'wan3', 'wan4', 'wan7', 'wan8', 'xi', 'fc']",[],7,3,3,0,1,0,0,4,0
76275,"['tong1', 'tong7', 'tiao1', 'tiao2', 'tiao4', 'tiao8', 'wan1', 'wan2', 'wan7', 'wan9', 'bei', 'bb', 'bb']",[],8,1,3,0,1,0,0,4,0
76276,"['tong1', 'tong6', 'tong8', 'tiao2', 'tiao3', 'tiao3', 'wan5', 'dong', 'xi', 'bei', 'hz', 'bb', 'fc']","['flower2', 'flower3']",4,4,4,2,1,0,0,2,0
76277,"['tong1', 'tong3', 'tong8', 'tiao2', 'tiao3', 'tiao8', 'tiao9', 'wan1', 'wan4', 'wan6', 'wan7', 'wan8', 'bb']",[],7,3,3,0,0,0,0,6,0
76278,"['tong2', 'tong4', 'tong5', 'tong5', 'tong6', 'tiao4', 'tiao6', 'tiao9', 'tiao9', 'wan2', 'wan3', 'dong', 'fc']",[],11,4,2,0,2,0,0,6,0
76279,"['tong1', 'tiao1', 'tiao1', 'tiao1', 'tiao5', 'tiao9', 'wan2', 'wan7', 'dong', 'dong', 'xi', 'bei', 'hz']",['flower4'],8,2,3,1,2,1,0,0,0
76280,"['tong1', 'tong2', 'tong5', 'tong6', 'tong7', 'tiao6', 'tiao7', 'wan2', 'wan4', 'wan5', 'wan5', 'wan6', 'wan7']",[],12,1,1,0,1,0,0,9,0
76281,"['tong2', 'tong7', 'tiao1', 'tiao2', 'tiao3', 'tiao8', 'wan5', 'wan5', 'wan8', 'wan9', 'wan9', 'hz', 'fc']",[],8,2,1,0,2,0,0,3,0
76282,"['tong1', 'tong2', 'tong3', 'tong4', 'tong4', 'tiao3', 'tiao4', 'wan3', 'wan7', 'wan9', 'dong', 'bb', 'fc']",['flower4'],8,4,3,1,1,0,0,5,0
76283,"['tong1', 'tong4', 'tong6', 'tiao3', 'tiao5', 'tiao6', 'tiao7', 'tiao7', 'tiao8', 'wan1', 'wan6', 'wan8', 'wan9']","['flower1', 'flower3']",11,3,2,2,1,0,0,8,0
76284,"['tong1', 'tong3', 'tong5', 'tong8', 'tiao4', 'tiao7', 'wan3', 'wan6', 'wan8', 'wan9', 'nan', 'xi', 'bei']",[],5,3,3,0,0,0,0,4,0
76285,"['tong5', 'tong5', 'tong6', 'tong7', 'tiao6', 'wan3', 'wan4', 'wan5', 'wan7', 'nan', 'bei', 'bei', 'bb']",['flower1'],13,1,1,1,2,0,0,6,0
76286,"['tong1', 'tong3', 'tong4', 'tong8', 'tiao1', 'tiao1', 'tiao5', 'tiao6', 'tiao8', 'wan2', 'wan5', 'wan8', 'dong']",['flower2'],7,2,4,1,1,0,0,4,0
76287,"['tong1', 'tong2', 'tong3', 'tong5', 'tong7', 'tiao2', 'tiao4', 'tiao8', 'tiao9', 'wan6', 'wan9', 'xi', 'fc']",[],7,1,2,0,0,0,0,6,0
76288,"['tong3', 'tong4', 'tong5', 'tong5', 'tong7', 'tiao1', 'tiao1', 'tiao9', 'tiao9', 'wan1', 'wan6', 'nan', 'bb']",['flower1'],11,1,2,1,3,0,0,4,0
76289,"['tong2', 'tiao6', 'tiao7', 'tiao7', 'tiao7', 'wan1', 'wan2', 'wan5', 'wan6', 'wan7', 'wan7', 'wan9', 'bei']",[],14,4,2,0,2,1,0,6,0
76290,"['tong1', 'tong4', 'tiao1', 'tiao3', 'tiao5', 'tiao6', 'tiao8', 'wan1', 'wan2', 'wan8', 'wan8', 'dong', 'fc']","['flower2', 'flower4']",7,1,1,2,1,0,0,5,0
76291,"['tong2', 'tong3', 'tong4', 'tong7', 'tong8', 'tong8', 'tiao6', 'wan3', 'wan4', 'wan6', 'xi', 'bei', 'hz']",[],8,1,4,0,1,0,0,5,0
76292,"['tong5', 'tong7', 'tong7', 'tiao1', 'tiao5', 'tiao6', 'tiao7', 'wan3', 'wan3', 'wan5', 'wan9', 'xi', 'bei']",['flower3'],9,1,4,1,2,0,0,5,0
76293,"['tong2', 'tong3', 'tong6', 'tong7', 'tong9', 'tiao3', 'tiao4', 'tiao6', 'wan4', 'wan5', 'wan7', 'dong', 'fc']",[],8,4,1,0,0,0,0,7,0
76294,"['tong3', 'tong6', 'tiao4', 'tiao4', 'tiao5', 'tiao6', 'tiao6', 'wan3', 'wan6', 'dong', 'xi', 'bei']","['flower1', 'flower1']",8,2,1,2,2,0,0,3,0
76295,"['tong3', 'tong6', 'tiao1', 'tiao3', 'tiao6', 'tiao9', 'wan5', 'wan7', 'wan9', 'wan9', 'nan', 'bei', 'bb']","['flower1', 'flower3']",7,1,1,2,1,0,0,3,0
76296,"['tong2', 'tong3', 'tong7', 'tiao2', 'tiao6', 'tiao6', 'wan2', 'wan3', 'wan4', 'wan5', 'wan6', 'wan7', 'xi']",[],9,2,3,0,1,0,0,6,0
76297,"['tong6', 'tiao1', 'tiao5', 'tiao7', 'wan1', 'wan3', 'wan4', 'wan4', 'wan8', 'bei', 'hz', 'bb', 'fc']",['flower2'],5,4,3,1,1,0,0,3,0
76298,"['tong5', 'tong5', 'tong5', 'tiao1', 'tiao4', 'tiao7', 'wan3', 'wan3', 'wan4', 'wan5', 'wan6', 'bei', 'fc']",['flower2'],12,2,1,1,2,1,0,4,0
76299,"['tong1', 'tong4', 'tiao2', 'tiao3', 'tiao4', 'tiao5', 'tiao7', 'tiao8', 'wan1', 'wan3', 'wan5', 'nan', 'fc']",['flower2'],8,2,4,1,0,0,0,7,0
76300,"['tong1', 'tong5', 'tong9', 'tiao2', 'tiao7', 'wan3', 'wan5', 'wan7', 'dong', 'bei', 'bei', 'hz', 'fc']","['flower1', 'flower3']",7,1,1,2,1,0,0,2,0
76301,"['tong2', 'tong9', 'tong9', 'tiao1', 'tiao6', 'tiao8', 'tiao9', 'wan1', 'wan4', 'bei', 'bei', 'hz', 'bb']",[],8,2,2,0,2,0,0,2,0
76302,"['tong5', 'tong7', 'tong8', 'tiao3', 'tiao5', 'tiao7', 'tiao7', 'wan3', 'wan4', 'wan5', 'dong', 'xi', 'bei']","['flower4', 'flower4']",8,2,3,2,1,0,0,6,0
76303,"['tong2', 'tong5', 'tong7', 'tong8', 'tong9', 'tiao2', 'tiao3', 'tiao6', 'tiao8', 'wan1', 'wan9', 'bb', 'fc']",[],6,1,4,0,0,0,0,5,0
76304,"['tong1', 'tong1', 'tong7', 'tiao1', 'tiao5', 'tiao7', 'wan1', 'wan2', 'wan4', 'wan9', 'nan', 'nan', 'bei']",[],9,1,4,0,2,0,0,3,0
76305,"['tong5', 'tiao2', 'tiao2', 'tiao5', 'tiao8', 'wan1', 'wan3', 'wan5', 'wan6', 'wan8', 'wan8', 'wan9', 'dong']",['flower4'],10,1,3,1,2,0,0,6,0
76306,"['tong1', 'tong2', 'tong6', 'tong7', 'tong8', 'tong8', 'tiao6', 'tiao9', 'wan4', 'wan9', 'bei', 'bb', 'fc']",[],6,3,1,0,1,0,0,3,0
76307,"['tong2', 'tong3', 'tong6', 'tiao6', 'tiao6', 'tiao9', 'tiao9', 'wan2', 'wan2', 'wan5', 'dong', 'dong', 'hz']",[],11,2,2,0,4,0,0,1,0
76308,"['tong4', 'tong4', 'tong6', 'tong9', 'tiao1', 'tiao2', 'tiao5', 'tiao9', 'wan4', 'wan5', 'xi', 'bb', 'fc']",[],7,3,4,0,1,0,0,4,0
76309,"['tong1', 'tong3', 'tong5', 'tong9', 'tiao4', 'tiao6', 'tiao7', 'wan8', 'wan9', 'dong', 'xi', 'bei', 'hz']",[],6,3,1,0,0,0,0,5,0
76310,"['tong1', 'tong3', 'tong4', 'tong5', 'tong9', 'tiao5', 'tiao5', 'wan1', 'wan1', 'wan6', 'wan9', 'nan', 'hz']",[],8,2,3,0,2,0,0,3,0
76311,"['tong1', 'tong3', 'tong4', 'tong7', 'tiao8', 'wan3', 'wan5', 'wan5', 'wan6', 'wan9', 'dong', 'bei']","['flower1', 'flower2']",8,2,4,2,1,0,0,5,0
76312,"['tong6', 'tiao2', 'tiao8', 'tiao9', 'wan1', 'wan3', 'wan5', 'wan6', 'wan6', 'wan9', 'nan', 'hz', 'fc']",['flower4'],7,3,4,1,1,0,0,4,0
76313,"['tong1', 'tong4', 'tong6', 'tiao1', 'tiao2', 'tiao5', 'tiao6', 'tiao7', 'wan4', 'wan7', 'wan9', 'dong', 'bb']",[],6,1,1,0,0,0,0,5,0
76314,"['tong5', 'tong6', 'tong8', 'tong9', 'tiao5', 'tiao8', 'wan5', 'wan7', 'wan7', 'wan9', 'dong', 'bei', 'bb']",[],9,3,4,0,1,0,0,6,0
76315,"['tong1', 'tong3', 'tong5', 'tong5', 'tong6', 'tiao3', 'tiao5', 'tiao9', 'wan5', 'wan5', 'wan7', 'bei', 'bei']",['flower1'],14,3,2,1,3,0,0,7,0
76316,"['tong5', 'tong9', 'tiao1', 'tiao4', 'wan1', 'wan6', 'wan9', 'dong', 'dong', 'nan', 'xi', 'bb', 'fc']",[],4,3,2,0,1,0,0,0,0
76317,"['tong4', 'tiao7', 'tiao9', 'wan1', 'wan3', 'wan4', 'wan5', 'wan6', 'wan6', 'wan7', 'dong', 'bb', 'fc']",[],10,2,3,0,1,0,0,7,0
76318,"['tong6', 'tong8', 'tiao3', 'tiao3', 'tiao6', 'tiao7', 'tiao8', 'wan4', 'wan5', 'wan7', 'wan8', 'wan9', 'xi']",[],10,3,1,0,1,0,0,7,0
76319,"['tong4', 'tong5', 'tong6', 'tong7', 'tiao4', 'tiao6', 'tiao7', 'wan3', 'wan3', 'wan5', 'wan8', 'wan9', 'fc']",['flower3'],10,4,1,1,1,0,0,8,0
